time_elapsed,mode,fps,inference_ms,confidence
103.79,ml,28.0,4.1,86.0
103.87,ml,29.7,4.1,86.0
103.93,ml,43.3,4.1,86.0
104.02,ml,29.2,4.1,86.0
104.09,ml,52.9,4.1,86.0
104.18,ml,26.6,4.1,86.0
104.26,ml,40.3,4.1,86.0
104.34,ml,47.4,4.1,86.0
104.4,ml,44.8,4.1,86.0
104.48,ml,43.4,4.1,86.0
104.55,ml,38.9,4.1,86.0
104.62,ml,42.0,4.1,86.0
104.69,ml,40.1,4.1,86.0
104.77,ml,37.3,4.1,86.0
104.84,ml,35.3,4.1,86.0
104.92,ml,44.3,4.1,86.0
105.0,ml,41.3,4.1,86.0
105.07,ml,43.4,4.1,86.0
105.15,ml,41.5,4.1,86.0
105.23,ml,46.4,4.1,86.0
105.32,ml,28.3,4.1,86.0
105.4,ml,44.2,4.1,86.0
105.48,ml,32.8,4.1,86.0
105.56,ml,39.6,4.1,86.0
105.64,ml,39.2,4.1,86.0
105.71,ml,37.6,4.1,86.0
105.79,ml,38.0,4.1,86.0
105.86,ml,40.6,4.1,86.0
105.94,ml,41.6,4.1,86.0
106.0,ml,44.9,4.1,86.0
106.07,ml,37.1,4.1,86.0
106.14,ml,53.7,4.1,86.0
106.2,ml,43.1,4.1,86.0
106.27,ml,40.4,4.1,86.0
106.34,ml,45.1,4.1,86.0
106.4,ml,46.3,4.1,86.0
106.48,ml,27.2,4.1,86.0
106.56,ml,27.5,4.2,48.0
106.62,ml,39.0,4.2,73.0
106.7,ml,39.5,4.4,93.0
106.78,ml,40.9,3.7,96.0
106.86,ml,36.7,4.5,96.0
106.93,ml,38.2,4.3,95.0
107.01,ml,31.8,6.1,97.0
107.08,ml,40.5,4.2,92.0
107.16,ml,39.1,4.2,91.0
107.24,ml,33.3,5.6,92.0
107.31,ml,40.2,3.6,88.0
107.39,ml,41.1,3.8,87.0
107.47,ml,36.7,4.2,91.0
107.55,ml,35.4,5.1,92.0
107.62,ml,39.6,3.9,86.0
107.7,ml,40.9,4.3,88.0
107.77,ml,40.3,4.1,90.0
107.86,ml,32.1,5.8,78.0
107.93,ml,38.4,4.0,79.0
108.0,ml,39.0,5.4,86.0
108.08,ml,38.4,4.3,68.0
108.15,ml,43.9,3.9,62.0
108.22,ml,41.4,4.3,66.0
108.29,ml,42.7,4.1,42.0
108.36,ml,37.9,4.0,40.0
108.44,ml,35.0,6.2,58.0
108.52,ml,37.7,4.1,64.0
108.59,ml,38.0,4.1,69.0
108.67,ml,39.3,4.1,83.0
108.75,ml,33.8,5.2,74.0
108.83,ml,40.0,3.8,90.0
108.91,ml,34.2,5.0,88.0
108.99,ml,32.6,4.2,86.0
109.06,ml,33.4,6.7,85.0
109.15,ml,42.3,4.1,99.0
109.23,ml,42.5,4.1,95.0
109.3,ml,32.6,5.5,90.0
109.38,ml,25.8,4.6,93.0
109.47,ml,28.5,9.0,96.0
109.54,ml,34.9,4.0,92.0
109.63,ml,29.8,7.3,87.0
109.69,ml,41.6,4.3,85.0
109.77,ml,35.5,6.9,82.0
109.85,ml,38.8,4.3,83.0
109.93,ml,36.1,4.6,83.0
110.01,ml,30.8,5.9,46.0
110.08,ml,47.3,5.9,46.0
110.14,ml,47.7,5.9,46.0
110.2,ml,43.6,5.9,46.0
110.27,ml,42.0,5.9,46.0
110.34,ml,46.7,5.9,46.0
110.41,ml,37.2,5.9,46.0
110.49,ml,38.1,5.9,46.0
110.56,ml,47.0,5.9,46.0
110.62,ml,43.5,5.9,46.0
110.69,ml,42.5,5.9,46.0
110.75,ml,46.2,5.9,46.0
110.81,ml,39.7,5.9,46.0
110.89,ml,39.6,5.9,46.0
110.98,ml,27.3,5.9,46.0
111.06,ml,45.4,5.9,46.0
111.12,ml,42.6,5.9,46.0
111.19,ml,42.1,5.9,46.0
111.26,ml,45.9,5.9,46.0
111.32,ml,42.4,5.9,46.0
111.4,ml,38.5,5.9,46.0
111.48,ml,37.6,5.9,46.0
111.55,ml,45.0,5.9,46.0
111.62,ml,37.0,5.9,46.0
111.7,ml,49.3,5.9,46.0
111.78,ml,25.1,5.9,46.0
111.85,ml,37.5,5.9,46.0
111.91,ml,45.6,5.9,46.0
111.98,ml,41.3,5.9,46.0
112.04,ml,38.9,5.9,46.0
112.12,ml,46.5,5.9,46.0
112.18,ml,47.3,5.9,46.0
112.24,ml,44.9,5.9,46.0
112.32,ml,38.2,5.9,46.0
112.39,ml,47.3,5.9,46.0
112.46,ml,39.3,5.9,46.0
112.54,ml,31.2,5.9,46.0
112.62,ml,34.0,5.9,46.0
112.69,ml,50.0,5.9,46.0
112.75,ml,45.5,5.9,46.0
112.81,ml,46.9,5.9,46.0
112.87,ml,48.9,5.9,46.0
112.94,ml,41.4,5.9,46.0
113.02,ml,38.8,5.9,46.0
113.08,ml,45.6,5.9,46.0
113.14,ml,47.0,5.9,46.0
113.2,ml,47.8,5.9,46.0
113.27,ml,37.7,5.9,46.0
113.35,ml,30.6,5.9,46.0
113.41,ml,52.8,5.9,46.0
113.48,ml,41.3,5.9,46.0
113.56,ml,37.8,5.9,46.0
113.64,ml,38.7,5.9,46.0
113.71,ml,41.4,5.9,46.0
113.79,ml,35.4,5.9,46.0
113.87,ml,37.2,5.9,46.0
113.95,ml,36.9,5.9,46.0
114.03,ml,33.4,5.9,46.0
114.1,ml,46.4,5.9,46.0
114.16,ml,37.8,5.9,46.0
114.25,ml,29.5,5.9,46.0
114.34,ml,33.4,5.9,46.0
114.42,ml,30.6,5.9,46.0
114.49,ml,40.6,5.9,46.0
114.56,ml,40.4,5.9,46.0
114.65,ml,27.1,5.9,46.0
114.74,ml,28.4,5.9,46.0
114.81,ml,47.3,5.9,46.0
114.87,ml,44.1,5.9,46.0
114.95,ml,45.4,5.9,46.0
115.01,ml,40.9,5.9,46.0
115.09,ml,41.3,5.9,46.0
115.17,ml,37.3,5.9,46.0
115.24,ml,44.5,5.9,46.0
115.3,ml,45.1,5.9,46.0
115.36,ml,42.9,5.9,46.0
115.44,ml,43.8,5.9,46.0
115.52,ml,44.4,5.9,46.0
115.58,ml,35.9,5.9,46.0
115.65,ml,41.8,5.9,46.0
115.74,ml,33.0,5.9,46.0
115.82,ml,33.1,5.9,46.0
115.9,ml,39.4,5.9,46.0
115.98,ml,40.1,5.9,46.0
116.06,ml,37.0,5.9,46.0
116.13,ml,45.7,5.9,46.0
116.21,ml,46.2,5.9,46.0
116.28,ml,43.2,5.9,46.0
116.35,ml,48.2,5.9,46.0
116.42,ml,42.0,5.9,46.0
116.49,ml,47.1,5.9,46.0
116.56,ml,48.5,5.9,46.0
116.62,ml,37.4,5.9,46.0
116.7,ml,40.4,5.9,46.0
116.77,ml,39.9,5.9,46.0
116.86,ml,29.1,5.9,46.0
116.93,ml,43.9,5.9,46.0
117.0,ml,46.9,5.9,46.0
117.07,ml,36.2,5.9,46.0
117.14,ml,53.9,5.9,46.0
117.21,ml,38.4,5.9,46.0
117.29,ml,41.1,5.9,46.0
117.36,ml,46.1,5.9,46.0
117.43,ml,42.5,5.9,46.0
117.5,ml,41.2,5.9,46.0
117.58,ml,37.3,5.9,46.0
117.65,ml,49.9,5.9,46.0
117.72,ml,38.0,5.9,46.0
117.8,ml,36.7,5.9,46.0
117.87,ml,40.5,5.9,46.0
117.95,ml,50.3,5.9,46.0
118.01,ml,45.4,5.9,46.0
118.09,ml,43.0,5.9,46.0
118.16,ml,48.0,5.9,46.0
118.23,ml,41.6,5.9,46.0
118.31,ml,46.3,5.9,46.0
118.37,ml,42.1,5.9,46.0
118.44,ml,46.5,5.9,46.0
118.51,ml,37.7,5.9,46.0
118.58,ml,48.4,5.9,46.0
118.65,ml,42.0,5.9,46.0
118.73,ml,42.8,5.9,46.0
118.8,ml,47.7,5.9,46.0
118.87,ml,45.6,5.9,46.0
118.93,ml,40.7,5.9,46.0
119.01,ml,23.5,4.3,63.0
119.08,ml,58.3,4.3,63.0
119.14,ml,59.6,4.3,63.0
119.23,ml,21.8,7.6,52.0
119.31,ml,37.6,7.6,52.0
119.38,ml,40.6,7.6,52.0
119.46,ml,35.7,7.6,52.0
119.54,ml,40.5,7.6,52.0
119.62,ml,41.5,7.6,52.0
119.7,ml,34.3,7.6,52.0
119.77,ml,45.0,7.6,52.0
119.83,ml,46.0,7.6,52.0
119.89,ml,45.9,7.6,52.0
119.97,ml,42.6,7.6,52.0
120.06,ml,28.8,7.6,52.0
120.12,ml,43.0,7.6,52.0
120.18,ml,43.8,7.6,52.0
120.25,ml,39.3,7.6,52.0
120.32,ml,44.2,7.6,52.0
120.39,ml,36.9,7.6,52.0
120.47,ml,35.7,7.6,52.0
120.54,ml,27.8,7.6,52.0
120.62,ml,52.0,7.6,52.0
120.69,ml,38.3,7.6,52.0
120.75,ml,42.9,7.6,52.0
120.82,ml,37.8,7.6,52.0
120.9,ml,44.1,7.6,52.0
120.98,ml,31.0,7.6,52.0
121.05,ml,39.6,7.6,52.0
121.13,ml,47.1,7.6,52.0
121.19,ml,46.5,7.6,52.0
121.25,ml,46.6,7.6,52.0
121.33,ml,49.5,7.6,52.0
121.4,ml,41.3,7.6,52.0
121.47,ml,40.2,7.6,52.0
121.55,ml,46.2,7.6,52.0
121.61,ml,47.9,7.6,52.0
121.69,ml,42.1,7.6,52.0
121.77,ml,36.9,7.6,52.0
121.85,ml,41.6,7.6,52.0
121.93,ml,40.2,7.6,52.0
122.0,ml,39.1,7.6,52.0
122.08,ml,44.7,7.6,52.0
122.14,ml,51.4,7.6,52.0
122.2,ml,45.5,7.6,52.0
122.29,ml,27.2,7.6,52.0
122.37,ml,43.3,7.6,52.0
122.45,ml,43.8,7.6,52.0
122.52,ml,35.8,7.6,52.0
122.59,ml,40.5,7.6,52.0
122.66,ml,44.1,7.6,52.0
122.74,ml,27.5,7.6,52.0
122.8,ml,45.2,7.6,52.0
122.88,ml,42.9,7.6,52.0
122.95,ml,38.5,7.6,52.0
123.02,ml,42.3,7.6,52.0
123.08,ml,49.2,7.6,52.0
123.14,ml,63.4,7.6,52.0
123.21,ml,38.8,7.6,52.0
123.29,ml,48.1,7.6,52.0
123.37,ml,39.4,7.6,52.0
123.45,ml,37.1,7.6,52.0
123.53,ml,39.4,7.6,52.0
123.6,ml,28.0,7.6,52.0
123.68,ml,36.4,7.6,52.0
123.75,ml,58.1,7.6,52.0
123.82,ml,49.5,7.6,52.0
123.89,ml,37.8,7.6,52.0
123.96,ml,43.0,7.6,52.0
124.04,ml,42.9,7.6,52.0
124.1,ml,45.9,7.6,52.0
124.16,ml,45.3,7.6,52.0
124.23,ml,28.7,7.6,52.0
124.3,ml,39.6,7.6,52.0
124.38,ml,48.3,7.6,52.0
124.44,ml,43.4,7.6,52.0
124.5,ml,44.9,7.6,52.0
124.57,ml,37.9,7.6,52.0
124.64,ml,38.9,7.6,52.0
124.72,ml,41.0,7.6,52.0
124.8,ml,43.8,7.6,52.0
124.87,ml,45.7,7.6,52.0
124.94,ml,40.8,7.6,52.0
125.0,ml,39.7,7.6,52.0
125.08,ml,41.9,7.6,52.0
125.15,ml,47.1,7.6,52.0
125.21,ml,44.9,7.6,52.0
125.29,ml,42.9,7.6,52.0
125.36,ml,43.3,7.6,52.0
125.43,ml,39.1,7.6,52.0
125.51,ml,45.7,7.6,52.0
125.57,ml,44.8,7.6,52.0
125.66,ml,28.2,7.6,52.0
125.73,ml,48.5,7.6,52.0
125.79,ml,44.2,7.6,52.0
125.87,ml,50.0,7.6,52.0
125.93,ml,41.2,7.6,52.0
126.01,ml,43.6,7.6,52.0
126.07,ml,40.6,7.6,52.0
126.15,ml,41.9,7.6,52.0
126.23,ml,42.1,7.6,52.0
126.3,ml,44.7,7.6,52.0
126.38,ml,39.4,7.6,52.0
126.47,ml,27.9,7.6,52.0
126.53,ml,41.9,7.6,52.0
126.61,ml,41.2,7.6,52.0
126.69,ml,45.6,7.6,52.0
126.75,ml,40.1,7.6,52.0
126.83,ml,40.3,7.6,52.0
126.91,ml,34.1,7.6,52.0
126.98,ml,46.6,7.6,52.0
127.05,ml,38.2,7.6,52.0
127.12,ml,42.5,7.6,52.0
127.2,ml,28.5,7.6,52.0
127.26,ml,44.1,7.6,52.0
127.35,ml,28.8,7.6,52.0
127.43,ml,42.8,7.6,52.0
127.51,ml,49.1,7.6,52.0
127.57,ml,46.8,7.6,52.0
127.64,ml,40.0,7.6,52.0
127.71,ml,38.2,7.6,52.0
127.79,ml,28.1,7.6,52.0
127.86,ml,45.9,7.6,52.0
127.93,ml,44.4,7.6,52.0
128.01,ml,40.1,7.6,52.0
128.08,ml,41.5,7.6,52.0
128.16,ml,47.6,7.6,52.0
128.22,ml,46.1,7.6,52.0
128.28,ml,42.1,7.6,52.0
128.34,ml,42.8,7.6,52.0
128.42,ml,44.1,7.6,52.0
128.48,ml,45.2,7.6,52.0
128.55,ml,46.4,7.6,52.0
128.61,ml,49.0,7.6,52.0
128.68,ml,35.7,7.6,52.0
128.75,ml,41.2,7.6,52.0
128.83,ml,38.4,7.6,52.0
128.91,ml,40.1,7.6,52.0
128.99,ml,35.2,7.6,52.0
129.06,ml,41.6,7.6,52.0
129.14,ml,48.7,7.6,52.0
129.2,ml,43.2,7.6,52.0
129.28,ml,41.4,7.6,52.0
129.35,ml,49.1,7.6,52.0
129.41,ml,53.2,7.6,52.0
129.48,ml,43.9,7.6,52.0
129.55,ml,41.1,7.6,52.0
129.62,ml,44.5,7.6,52.0
129.68,ml,48.9,7.6,52.0
129.75,ml,35.8,7.6,52.0
129.82,ml,43.2,7.6,52.0
129.89,ml,41.8,7.6,52.0
129.97,ml,30.5,7.6,52.0
130.04,ml,42.7,7.6,52.0
130.13,ml,29.7,7.6,52.0
130.2,ml,44.1,7.6,52.0
130.26,ml,42.3,7.6,52.0
130.34,ml,41.2,7.6,52.0
130.41,ml,49.7,7.6,52.0
130.48,ml,41.1,7.6,52.0
130.55,ml,47.2,7.6,52.0
130.62,ml,37.0,7.6,52.0
130.7,ml,41.8,7.6,52.0
130.77,ml,45.6,7.6,52.0
130.85,ml,38.5,7.6,52.0
130.92,ml,44.9,7.6,52.0
130.98,ml,49.5,7.6,52.0
131.05,ml,48.7,7.6,52.0
131.12,ml,37.7,7.6,52.0
131.19,ml,42.1,7.6,52.0
131.27,ml,46.7,7.6,52.0
131.33,ml,48.3,7.6,52.0
131.39,ml,38.2,7.6,52.0
131.47,ml,42.7,7.6,52.0
131.55,ml,41.6,7.6,52.0
131.64,ml,27.4,7.6,52.0
131.72,ml,47.2,7.6,52.0
131.79,ml,31.3,7.6,52.0
131.87,ml,28.8,7.6,52.0
131.94,ml,41.3,7.6,52.0
132.01,ml,41.7,7.6,52.0
132.09,ml,38.1,7.6,52.0
132.17,ml,39.3,7.6,52.0
132.24,ml,42.6,7.6,52.0
132.31,ml,38.5,7.6,52.0
132.39,ml,39.2,7.6,52.0
132.46,ml,41.4,7.6,52.0
132.54,ml,43.9,7.6,52.0
132.61,ml,42.4,7.6,52.0
132.68,ml,39.8,7.6,52.0
132.75,ml,49.8,7.6,52.0
132.82,ml,42.8,7.6,52.0
132.88,ml,39.9,7.6,52.0
132.96,ml,38.3,7.6,52.0
133.03,ml,46.2,7.6,52.0
133.1,ml,40.8,7.6,52.0
133.17,ml,47.1,7.6,52.0
133.24,ml,46.9,7.6,52.0
133.3,ml,46.0,7.6,52.0
133.36,ml,46.5,7.6,52.0
133.42,ml,38.3,7.6,52.0
133.49,ml,41.7,7.6,52.0
133.55,ml,45.4,7.6,52.0
133.62,ml,45.5,7.6,52.0
133.69,ml,39.2,7.6,52.0
133.76,ml,39.9,7.6,52.0
133.83,ml,39.5,7.6,52.0
133.9,ml,45.5,7.6,52.0
133.96,ml,47.5,7.6,52.0
134.03,ml,39.3,7.6,52.0
134.1,ml,44.7,7.6,52.0
134.16,ml,52.3,7.6,52.0
134.22,ml,49.7,7.6,52.0
134.28,ml,48.0,7.6,52.0
134.35,ml,42.7,7.6,52.0
134.43,ml,38.7,7.6,52.0
134.5,ml,43.3,7.6,52.0
134.56,ml,44.3,7.6,52.0
134.62,ml,46.0,7.6,52.0
134.69,ml,39.1,7.6,52.0
134.77,ml,36.3,7.6,52.0
134.84,ml,41.2,7.6,52.0
134.92,ml,37.5,7.6,52.0
135.01,ml,28.2,7.6,52.0
135.09,ml,23.6,7.6,52.0
135.18,ml,30.2,7.6,52.0
135.26,ml,29.6,7.6,52.0
135.33,ml,34.6,7.6,52.0
135.4,ml,41.2,7.6,52.0
135.49,ml,31.6,7.6,52.0
135.56,ml,41.9,7.6,52.0
135.63,ml,42.4,7.6,52.0
135.72,ml,21.6,7.6,52.0
135.79,ml,42.1,7.6,52.0
135.85,ml,45.8,7.6,52.0
135.92,ml,39.9,7.6,52.0
135.98,ml,48.7,7.6,52.0
136.04,ml,46.8,7.6,52.0
136.1,ml,46.6,7.6,52.0
136.16,ml,47.9,7.6,52.0
136.22,ml,49.3,7.6,52.0
136.29,ml,47.0,7.6,52.0
136.35,ml,47.3,7.6,52.0
136.41,ml,53.8,7.6,52.0
136.47,ml,44.8,7.6,52.0
136.53,ml,45.2,7.6,52.0
136.61,ml,37.7,7.6,52.0
136.7,ml,28.6,7.6,52.0
136.76,ml,45.4,7.6,52.0
136.83,ml,42.4,7.6,52.0
136.9,ml,41.6,7.6,52.0
136.98,ml,40.9,7.6,52.0
137.04,ml,46.2,7.6,52.0
137.1,ml,45.6,7.6,52.0
137.16,ml,46.3,7.6,52.0
137.22,ml,46.9,7.6,52.0
137.29,ml,46.6,7.6,52.0
137.35,ml,45.8,7.6,52.0
137.41,ml,41.8,7.6,52.0
137.49,ml,45.0,7.6,52.0
137.55,ml,43.4,7.6,52.0
137.64,ml,28.0,7.6,52.0
137.72,ml,29.4,7.6,52.0
137.8,ml,24.4,7.6,52.0
137.89,ml,25.2,5.3,43.0
137.98,ml,30.4,8.1,31.0
138.05,ml,40.0,3.8,47.0
138.14,ml,29.3,7.8,45.0
138.2,ml,40.0,7.8,45.0
138.3,ml,22.2,4.4,44.0
138.37,ml,38.9,4.4,44.0
138.45,ml,24.7,4.0,52.0
138.53,ml,40.3,4.0,52.0
138.61,ml,39.2,4.0,52.0
138.68,ml,40.8,4.0,52.0
138.76,ml,46.6,4.0,52.0
138.84,ml,43.8,4.0,52.0
138.9,ml,45.2,4.0,52.0
138.96,ml,40.5,4.0,52.0
139.04,ml,46.2,4.0,52.0
139.11,ml,36.3,4.0,52.0
139.18,ml,38.1,4.0,52.0
139.26,ml,48.7,4.0,52.0
139.32,ml,38.0,4.0,52.0
139.4,ml,40.3,4.0,52.0
139.47,ml,46.9,4.0,52.0
139.53,ml,49.9,4.0,52.0
139.59,ml,47.1,4.0,52.0
139.66,ml,46.5,4.0,52.0
139.72,ml,44.4,4.0,52.0
139.79,ml,32.1,4.0,52.0
139.86,ml,49.2,4.0,52.0
139.93,ml,38.4,4.0,52.0
140.0,ml,43.8,4.0,52.0
140.06,ml,49.1,4.0,52.0
140.12,ml,51.4,4.0,52.0
140.19,ml,39.7,4.0,52.0
140.28,ml,28.2,4.0,52.0
140.34,ml,43.4,4.0,52.0
140.42,ml,41.4,4.0,52.0
140.5,ml,49.7,4.0,52.0
140.56,ml,46.0,4.0,52.0
140.62,ml,40.0,4.0,52.0
140.69,ml,45.5,4.0,52.0
140.75,ml,46.4,4.0,52.0
140.81,ml,38.8,4.0,52.0
140.88,ml,49.0,4.0,52.0
140.93,ml,48.6,4.0,52.0
141.0,ml,44.6,4.0,52.0
141.06,ml,44.5,4.0,52.0
141.13,ml,43.5,4.0,52.0
141.2,ml,38.5,4.0,52.0
141.26,ml,47.9,4.0,52.0
141.33,ml,44.8,4.0,52.0
141.4,ml,45.2,4.0,52.0
141.47,ml,32.3,4.0,52.0
141.54,ml,36.4,4.0,52.0
141.62,ml,43.9,4.0,52.0
141.68,ml,38.7,4.0,52.0
141.76,ml,43.3,4.0,52.0
141.82,ml,41.2,4.0,52.0
141.89,ml,48.8,4.0,52.0
141.96,ml,44.0,4.0,52.0
142.02,ml,44.0,4.0,52.0
142.08,ml,45.5,4.0,52.0
142.16,ml,38.5,4.0,52.0
142.24,ml,43.4,4.0,52.0
142.32,ml,37.1,4.0,52.0
142.4,ml,35.2,4.0,52.0
142.47,ml,46.5,4.0,52.0
142.55,ml,43.2,4.0,52.0
142.69,ml,48.1,4.0,52.0
142.76,ml,43.7,4.0,52.0
142.82,ml,41.3,4.0,52.0
142.9,ml,38.7,4.0,52.0
142.98,ml,35.6,4.0,52.0
143.06,ml,40.7,4.0,52.0
143.13,ml,41.9,4.0,52.0
143.2,ml,47.0,4.0,52.0
143.26,ml,46.5,4.0,52.0
143.32,ml,43.5,4.0,52.0
143.39,ml,45.2,4.0,52.0
143.45,ml,48.2,4.0,52.0
143.51,ml,47.9,4.0,52.0
143.57,ml,45.2,4.0,52.0
143.63,ml,43.6,4.0,52.0
143.7,ml,47.9,4.0,52.0
143.76,ml,46.5,4.0,52.0
143.83,ml,46.3,4.0,52.0
143.89,ml,43.0,4.0,52.0
143.95,ml,42.7,4.0,52.0
144.02,ml,44.9,4.0,52.0
144.08,ml,42.8,4.0,52.0
144.14,ml,46.7,4.0,52.0
144.2,ml,45.0,4.0,52.0
144.26,ml,43.7,4.0,52.0
144.32,ml,45.5,4.0,52.0
144.39,ml,42.4,4.0,52.0
144.46,ml,46.0,4.0,52.0
144.53,ml,38.8,4.0,52.0
144.59,ml,49.4,4.0,52.0
144.65,ml,45.8,4.0,52.0
144.72,ml,35.8,4.0,52.0
144.78,ml,45.9,4.0,52.0
144.85,ml,38.0,4.0,52.0
144.92,ml,43.3,4.0,52.0
144.98,ml,46.6,4.0,52.0
145.04,ml,51.4,4.0,52.0
145.1,ml,45.1,4.0,52.0
145.16,ml,48.5,4.0,52.0
145.23,ml,40.4,4.0,52.0
145.29,ml,45.9,4.0,52.0
145.35,ml,49.0,4.0,52.0
145.41,ml,48.5,4.0,52.0
145.47,ml,45.8,4.0,52.0
145.54,ml,26.9,4.0,52.0
145.6,ml,50.1,4.0,52.0
145.67,ml,42.9,4.0,52.0
145.74,ml,43.5,4.0,52.0
145.81,ml,40.8,4.0,52.0
145.87,ml,47.5,4.0,52.0
145.95,ml,26.6,4.0,52.0
146.01,ml,45.6,4.0,52.0
146.06,ml,48.4,4.0,52.0
146.13,ml,47.0,4.0,52.0
146.2,ml,47.4,4.0,52.0
146.26,ml,46.5,4.0,52.0
146.32,ml,39.5,4.0,52.0
146.39,ml,43.4,4.0,52.0
146.44,ml,53.1,4.0,52.0
146.51,ml,47.9,4.0,52.0
146.57,ml,38.5,4.0,52.0
146.64,ml,52.9,4.0,52.0
146.71,ml,49.8,4.0,52.0
146.77,ml,43.5,4.0,52.0
146.86,ml,36.4,4.0,52.0
146.93,ml,40.2,4.0,52.0
147.0,ml,39.2,4.0,52.0
147.07,ml,46.7,4.0,52.0
147.15,ml,24.7,4.0,52.0
147.23,ml,40.6,4.0,52.0
147.32,ml,28.2,4.0,52.0
147.38,ml,42.4,4.0,52.0
147.44,ml,48.6,4.0,52.0
147.52,ml,43.0,4.0,52.0
147.58,ml,42.4,4.0,52.0
147.66,ml,40.2,4.0,52.0
147.74,ml,41.6,4.0,52.0
147.82,ml,29.7,4.0,52.0
147.89,ml,43.7,4.0,52.0
147.97,ml,38.2,4.0,52.0
148.04,ml,41.6,4.0,52.0
148.12,ml,36.4,4.0,52.0
148.2,ml,46.3,4.0,52.0
148.26,ml,42.0,4.0,52.0
148.34,ml,41.3,4.0,52.0
148.41,ml,54.0,4.0,52.0
148.48,ml,41.2,4.0,52.0
148.54,ml,44.3,4.0,52.0
148.6,ml,44.0,4.0,52.0
148.68,ml,39.2,4.0,52.0
148.75,ml,47.2,4.0,52.0
148.82,ml,43.3,4.0,52.0
148.89,ml,55.1,4.0,52.0
148.96,ml,39.7,4.0,52.0
149.04,ml,39.8,4.0,52.0
149.12,ml,36.5,4.0,52.0
149.19,ml,44.5,4.0,52.0
149.25,ml,44.7,4.0,52.0
149.32,ml,50.1,4.0,52.0
149.39,ml,37.8,4.0,52.0
149.46,ml,46.3,4.0,52.0
149.55,ml,22.7,4.0,52.0
149.62,ml,34.8,4.0,52.0
149.7,ml,39.6,4.0,52.0
149.77,ml,44.4,4.0,52.0
149.83,ml,45.1,4.0,52.0
149.91,ml,48.8,4.0,52.0
149.98,ml,41.1,4.0,52.0
150.04,ml,41.3,4.0,52.0
150.13,ml,30.2,4.0,52.0
150.2,ml,41.1,4.0,52.0
150.26,ml,42.0,4.0,52.0
150.32,ml,44.7,4.0,52.0
150.4,ml,24.4,4.0,52.0
150.49,ml,43.4,4.0,52.0
150.56,ml,34.8,4.0,52.0
150.63,ml,40.2,4.0,52.0
150.69,ml,48.3,4.0,52.0
150.76,ml,40.2,4.0,52.0
150.85,ml,24.4,4.0,52.0
150.95,ml,24.2,4.0,52.0
151.04,ml,24.7,4.2,55.0
151.13,ml,26.4,4.6,72.0
151.19,ml,40.2,4.2,82.0
151.37,ml,7.4,4.3,77.0
151.44,ml,38.8,4.4,88.0
151.53,ml,33.6,5.9,77.0
151.61,ml,30.1,3.8,87.0
151.68,ml,38.4,3.8,91.0
151.75,ml,39.7,4.5,89.0
151.84,ml,33.4,8.3,88.0
151.92,ml,30.7,8.7,89.0
151.99,ml,36.0,3.5,84.0
152.07,ml,29.8,9.9,90.0
152.17,ml,26.9,4.7,94.0
152.25,ml,26.2,6.3,93.0
152.35,ml,23.0,9.5,95.0
152.43,ml,32.8,4.2,90.0
152.5,ml,36.8,4.7,94.0
152.58,ml,35.2,4.8,88.0
152.66,ml,37.9,4.6,92.0
152.74,ml,31.3,6.7,81.0
152.81,ml,40.1,4.0,81.0
152.87,ml,42.0,3.7,82.0
152.94,ml,34.9,5.4,82.0
153.02,ml,36.1,4.4,76.0
153.1,ml,34.3,4.3,73.0
153.16,ml,46.5,3.9,85.0
153.24,ml,25.4,4.6,78.0
153.32,ml,29.8,9.2,83.0
153.39,ml,34.7,3.6,92.0
153.46,ml,35.6,5.6,87.0
153.53,ml,32.4,4.3,86.0
153.61,ml,37.2,4.4,28.0
153.69,ml,27.0,4.1,41.0
153.78,ml,36.7,4.3,63.0
153.86,ml,32.1,5.8,62.0
153.93,ml,39.4,4.6,78.0
154.01,ml,39.5,4.3,71.0
154.09,ml,40.4,4.7,64.0
154.17,ml,32.5,8.4,71.0
154.24,ml,35.5,4.6,67.0
154.32,ml,35.0,4.8,52.0
154.4,ml,29.3,4.4,64.0
154.48,ml,31.8,7.9,30.0
154.57,ml,23.8,7.5,35.0
154.64,ml,47.4,7.5,35.0
154.72,ml,25.7,4.3,30.0
154.79,ml,46.6,4.3,30.0
154.87,ml,44.8,4.3,30.0
154.95,ml,41.5,4.3,30.0
155.01,ml,44.9,4.3,30.0
155.07,ml,48.1,4.3,30.0
155.13,ml,47.1,4.3,30.0
155.19,ml,40.4,4.3,30.0
155.27,ml,35.4,4.3,30.0
155.35,ml,43.7,4.3,30.0
155.41,ml,45.3,4.3,30.0
155.46,ml,55.2,4.3,30.0
155.53,ml,45.1,4.3,30.0
155.61,ml,37.3,4.3,30.0
155.68,ml,46.4,4.3,30.0
155.75,ml,30.3,4.3,30.0
155.82,ml,42.2,4.3,30.0
155.9,ml,45.6,4.3,30.0
155.97,ml,29.2,4.3,30.0
156.04,ml,48.8,4.3,30.0
156.12,ml,42.2,4.3,30.0
156.18,ml,44.8,4.3,30.0
156.25,ml,44.2,4.3,30.0
156.31,ml,36.4,4.3,30.0
156.38,ml,42.2,4.3,30.0
156.45,ml,45.3,4.3,30.0
156.51,ml,46.6,4.3,30.0
156.59,ml,43.7,4.3,30.0
156.66,ml,41.1,4.3,30.0
156.73,ml,49.3,4.3,30.0
